"model","forecast_date","location","horizon","temporal_resolution","target_variable","target_end_date","type","quantile","value"
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.025,22.7102772020134
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.05,24.8073560515545
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.1,27.2251536599902
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.15,28.856430227882
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.2,30.1529171315227
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.25,31.2651874534637
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.3,32.2640405787261
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.35,33.189626858155
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.4,34.0679177240533
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.45,34.9176743011874
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.5,35.7539583088324
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.55,36.5902423164773
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.6,37.4399988936114
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.65,38.3182897595098
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.7,39.2438760389386
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.75,40.242729164201
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.8,41.354999486142
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.85,42.6514863897828
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.9,44.2827629576745
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.95,46.7005605661103
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.975,48.7976394156513
"SARIMA",2023-12-01,"Blantyre",2,"month","incidence",2024-02-01,"quantile",0.99,51.2359467799806
"SARIMA",2023-12-01,"Blantyre",3,"month","incidence",2024-03-01,"quantile",0.01,16.0471807716334
"SARIMA",2023-12-01,"Blantyre",3,"month","incidence",2024-03-01,"quantile",0.025,18.9513198632715
"SARIMA",2023-12-01,"Blantyre",3,"month","incidence",2024-03-01,"quantile",0.05,21.449039697241
"SARIMA",2023-12-01,"Blantyre",3,"month","incidence",2024-03-01,"quantile",0.1,24.3287507021162
"SARIMA",2023-12-01,"Blantyre",3,"month","incidence",2024-03-01,"quantile",0.15,26.2716780456468
"SARIMA",2023-12-01,"Blantyre",3,"month","incidence",2024-03-01,"quantile",0.2,27.8158551062347
"SARIMA",2023-12-01,"Blantyre",3,"month","incidence",2024-03-01,"quantile",0.25,29.1406215280865
"SARIMA",2023-12-01,"Blantyre",3,"month","incidence",2024-03-01,"quantile",0.3,30.3303027185369
"SARIMA",2023-12-01,"Blantyre",3,"month","incidence",2024-03-01,"quantile",0.35,31.4327196394293
