District,Incidence_Month,Year,Incidence_per_1k,lag1_rainfall,lag2_rainfall,lag3_rainfall,lag1_temperature,lag2_temperature,lag3_temperature
Chitipa,November,2022,3.141,0,0,0,295.58,293.009,291.266
Chitipa,December,2022,6.0874,0,0,0,296.058,295.58,293.009
Chitipa,January,2023,28.0878,0.02,0,0,293.936,296.058,295.58
Chitipa,February,2023,22.1314,0.02,0.02,0,293.623,293.936,296.058
Chitipa,March,2023,9.321,0.02,0.02,0.02,294.423,293.623,293.936
Chitipa,April,2023,16.1438,0.03,0.02,0.02,293.893,294.423,293.623
Chitipa,May,2023,18.6419,0.02,0.03,0.02,293.28,293.893,294.423
Chitipa,June,2023,21.382,0,0.02,0.03,292.382,293.28,293.893
Chitipa,July,2023,16.6044,0,0,0.02,291.339,292.382,293.28
Chitipa,August,2023,12.9588,0,0,0,289.746,291.339,292.382
Chitipa,September,2023,8.6535,0,0,0,291.448,289.746,291.339
Chitipa,October,2023,10.5505,0,0,0,294.659,291.448,289.746
Chitipa,November,2023,11.8542,0,0,0,297.194,294.659,291.448
Chitipa,December,2023,13.8956,0.01,0,0,296.736,297.194,294.659
Chitipa,January,2024,45.4402,0.02,0.01,0,295.83,296.736,297.194
Chitipa,February,2024,24.6869,0.03,0.02,0.01,294.166,295.83,296.736
Chitipa,March,2024,34.4534,0.03,0.03,0.02,294.907,294.166,295.83
Chitipa,April,2024,46.4572,0.03,0.03,0.03,294.648,294.907,294.166
Chitipa,May,2024,44.9183,0.02,0.03,0.03,293.591,294.648,294.907
Chitipa,June,2024,24.6562,0,0.02,0.03,291.832,293.591,294.648
Chitipa,July,2024,19.8899,0,0,0.02,289.805,291.832,293.591
Chitipa,August,2024,13.1704,0,0,0,290.139,289.805,291.832
Chitipa,September,2024,12.9594,0,0,0,291.241,290.139,289.805
Chitipa,October,2024,16.4055,0,0,0,293.91,291.241,290.139
Chitipa,November,2024,21.0527,0,0,0,295.191,293.91,291.241
Chitipa,December,2024,33.966,0.01,0,0,296.235,295.191,293.91
Dedza,April,2018,39.2654,0.01,0.02,0.01,296.036,296.314,296.211
Dedza,May,2018,31.3432,0.01,0.01,0.02,294.749,296.036,296.314
Dedza,June,2018,19.7205,0,0.01,0.01,294.074,294.749,296.036
Dedza,July,2018,13.9608,0,0,0.01,291.761,294.074,294.749
Dedza,August,2018,11.7936,0,0,0,290.838,291.761,294.074
Dedza,September,2018,14.3096,0,0,0,293.928,290.838,291.761
Dedza,October,2018,18.5924,0,0,0,296.597,293.928,290.838
Dedza,November,2018,16.4768,0,0,0,296.677,296.597,293.928
Dedza,December,2018,17.8371,0,0,0,297.431,296.677,296.597
Dedza,January,2019,44.6116,0.02,0,0,296.394,297.431,296.677
Dedza,February,2019,37.736,0.02,0.02,0,296.068,296.394,297.431
Dedza,March,2019,38.8094,0.02,0.02,0.02,296.252,296.068,296.394
Dedza,April,2019,30.6182,0.02,0.02,0.02,296.141,296.252,296.068
Dedza,May,2019,25.8306,0,0.02,0.02,295.619,296.141,296.252
Dedza,June,2019,15.0351,0,0,0.02,293.511,295.619,296.141
Dedza,July,2019,9.6985,0,0,0,291.103,293.511,295.619
Dedza,August,2019,7.9514,0,0,0,291.248,291.103,293.511
Dedza,September,2019,8.8826,0,0,0,293.609,291.248,291.103
Dedza,October,2019,13.3162,0,0,0,295.091,293.609,291.248
Dedza,November,2019,13.1822,0,0,0,298.297,295.091,293.609
Dedza,December,2019,23.5967,0.01,0,0,298.741,298.297,295.091
Dedza,January,2020,51.2951,0.02,0.01,0,296.921,298.741,298.297
Dedza,February,2020,45.0804,0.03,0.02,0.01,296.03,296.921,298.741
Dedza,March,2020,52.5875,0.01,0.03,0.02,296.406,296.03,296.921
Dedza,April,2020,45.1402,0,0.01,0.03,296.187,296.406,296.03
Dedza,May,2020,27.4114,0,0,0.01,296.195,296.187,296.406
Dedza,June,2020,21.7198,0,0,0,293.776,296.195,296.187
Dedza,July,2020,11.728,0,0,0,291.846,293.776,296.195
Dedza,August,2020,9.3698,0,0,0,290.748,291.846,293.776
Dedza,September,2020,10.3345,0,0,0,293.199,290.748,291.846
Dedza,October,2020,14.614,0,0,0,295.501,293.199,290.748
Dedza,November,2020,17.6311,0,0,0,298.159,295.501,293.199
Dedza,December,2020,21.9406,0,0,0,299.672,298.159,295.501
Dedza,January,2021,48.1037,0.01,0,0,297.256,299.672,298.159
Dedza,February,2021,46.4164,0.03,0.01,0,296.199,297.256,299.672
Dedza,March,2021,50.9102,0.02,0.03,0.01,296.458,296.199,297.256
Dedza,April,2021,28.5911,0.02,0.02,0.03,294.98,296.458,296.199
Dedza,May,2021,21.9681,0,0.02,0.02,294.247,294.98,296.458
Dedza,June,2021,13.8355,0,0,0.02,292.27,294.247,294.98
Dedza,July,2021,8.4723,0,0,0,291.119,292.27,294.247
Dedza,August,2021,6.5848,0,0,0,290.655,291.119,292.27
Dedza,September,2021,8.4318,0,0,0,292.902,290.655,291.119
Dedza,October,2021,10.8479,0,0,0,295.424,292.902,290.655
Dedza,November,2021,14.4733,0,0,0,297.552,295.424,292.902
Dedza,December,2021,19.3967,0,0,0,299.73,297.552,295.424
Dedza,January,2022,32.4154,0,0,0,299.607,299.73,297.552
Dedza,February,2022,34.9207,0.02,0,0,295.765,299.607,299.73
Dedza,March,2022,33.8871,0.03,0.02,0,295.657,295.765,299.607
Dedza,April,2022,31.5282,0.01,0.03,0.02,295.919,295.657,295.765
Dedza,May,2022,29.2354,0,0.01,0.03,295.382,295.919,295.657
Dedza,June,2022,20.0619,0,0,0.01,293.546,295.382,295.919
Dedza,July,2022,10.676,0,0,0,290.561,293.546,295.382
Dedza,August,2022,8.4888,0,0,0,291.003,290.561,293.546
Dedza,September,2022,8.1036,0,0,0,293.004,291.003,290.561
Dedza,October,2022,10.9776,0,0,0,294.936,293.004,291.003
Dedza,November,2022,11.5158,0,0,0,298.392,294.936,293.004
Dedza,December,2022,13.4366,0,0,0,298.346,298.392,294.936
Dedza,January,2023,26.3616,0.02,0,0,295.885,298.346,298.392
Dedza,February,2023,41.137,0.03,0.02,0,295.525,295.885,298.346
Dedza,March,2023,32.7941,0.03,0.03,0.02,295.909,295.525,295.885
Dedza,April,2023,33.7046,0.02,0.03,0.03,295.596,295.909,295.525
Dedza,May,2023,23.6722,0.01,0.02,0.03,294.817,295.596,295.909
Dedza,June,2023,23.8144,0,0.01,0.02,293.997,294.817,295.596
Dedza,July,2023,23.4082,0,0,0.01,293.111,293.997,294.817
Dedza,August,2023,14.825,0,0,0,291.363,293.111,293.997
Dedza,September,2023,10.8911,0,0,0,293.023,291.363,293.111
Dedza,October,2023,16.3766,0,0,0,296.75,293.023,291.363
Dedza,November,2023,20.93,0,0,0,299.051,296.75,293.023
Dedza,December,2023,21.0507,0.01,0,0,298.473,299.051,296.75
Dedza,January,2024,43.6542,0.01,0.01,0,298.673,298.473,299.051
Dedza,February,2024,35.4321,0.02,0.01,0.01,296.8,298.673,298.473
Dedza,March,2024,44.4445,0.01,0.02,0.01,297.215,296.8,298.673
Dedza,April,2024,34.6873,0.01,0.01,0.02,296.653,297.215,296.8
Dedza,May,2024,38.227,0,0.01,0.01,295.682,296.653,297.215
Dedza,June,2024,21.7965,0,0,0.01,293.642,295.682,296.653
Dedza,July,2024,13.4953,0,0,0,291.869,293.642,295.682
Dedza,August,2024,9.9271,0,0,0,292.78,291.869,293.642
Dedza,September,2024,10.5707,0,0,0,293.668,292.78,291.869
Dedza,October,2024,13.9637,0,0,0,296.003,293.668,292.78
Dedza,November,2024,15.4524,0,0,0,296.932,296.003,293.668
Dedza,December,2024,25.3848,0,0,0,298.299,296.932,296.003
Dowa,April,2018,57.6053,0.01,0.01,0.01,294.745,295.147,294.95
Dowa,May,2018,68.6939,0.01,0.01,0.01,293.58,294.745,295.147
Dowa,June,2018,28.8188,0,0.01,0.01,293.129,293.58,294.745
Dowa,July,2018,25.9309,0,0,0.01,290.693,293.129,293.58
Dowa,August,2018,14.1151,0,0,0,289.924,290.693,293.129
Dowa,September,2018,15.7648,0,0,0,292.925,289.924,290.693
Dowa,October,2018,21.8292,0,0,0,295.678,292.925,289.924
Dowa,November,2018,15.4853,0,0,0,296.069,295.678,292.925
Dowa,December,2018,19.7474,0,0,0,296.908,296.069,295.678
Dowa,January,2019,32.6299,0.02,0,0,295.291,296.908,296.069
Dowa,February,2019,28.5486,0.02,0.02,0,294.962,295.291,296.908
Dowa,March,2019,36.163,0.02,0.02,0.02,295.076,294.962,295.291
Dowa,April,2019,40.1485,0.01,0.02,0.02,295.058,295.076,294.962
Dowa,May,2019,39.4429,0,0.01,0.02,294.433,295.058,295.076
Dowa,June,2019,22.6567,0,0,0.01,292.603,294.433,295.058
Dowa,July,2019,13.684,0,0,0,290.044,292.603,294.433
Dowa,August,2019,8.4624,0,0,0,290.352,290.044,292.603
Dowa,September,2019,8.5909,0,0,0,292.816,290.352,290.044
Dowa,October,2019,12.8372,0,0,0,294.56,292.816,290.352
Dowa,November,2019,13.4572,0,0,0,297.646,294.56,292.816
Dowa,December,2019,30.6025,0.01,0,0,297.761,297.646,294.56
Dowa,January,2020,68.5522,0.02,0.01,0,295.89,297.761,297.646
Dowa,February,2020,46.5116,0.02,0.02,0.01,294.997,295.89,297.761
Dowa,March,2020,72.1427,0.01,0.02,0.02,295.311,294.997,295.89
Dowa,April,2020,68.6921,0.01,0.01,0.02,294.889,295.311,294.997
Dowa,May,2020,66.199,0,0.01,0.01,294.804,294.889,295.311
Dowa,June,2020,38.2687,0,0,0.01,292.841,294.804,294.889
Dowa,July,2020,20.3134,0,0,0,291.022,292.841,294.804
Dowa,August,2020,13.6135,0,0,0,289.791,291.022,292.841
Dowa,September,2020,17.1598,0,0,0,292.436,289.791,291.022
Dowa,October,2020,27.0195,0,0,0,294.65,292.436,289.791
Dowa,November,2020,35.5828,0,0,0,297.427,294.65,292.436
Dowa,December,2020,49.578,0,0,0,298.456,297.427,294.65
Dowa,January,2021,89.846,0.01,0,0,296.039,298.456,297.427
Dowa,February,2021,70.2257,0.02,0.01,0,294.791,296.039,298.456
Dowa,March,2021,84.696,0.02,0.02,0.01,295.109,294.791,296.039
Dowa,April,2021,60.7523,0.02,0.02,0.02,293.744,295.109,294.791
Dowa,May,2021,50.2716,0,0.02,0.02,293.051,293.744,295.109
Dowa,June,2021,35.5178,0,0,0.02,291.074,293.051,293.744
Dowa,July,2021,18.0245,0,0,0,289.954,291.074,293.051
Dowa,August,2021,9.4818,0,0,0,289.514,289.954,291.074
Dowa,September,2021,15.2706,0,0,0,292.158,289.514,289.954
Dowa,October,2021,21.5416,0,0,0,294.66,292.158,289.514
Dowa,November,2021,25.5838,0,0,0,296.923,294.66,292.158
Dowa,December,2021,33.2771,0,0,0,298.971,296.923,294.66
Dowa,January,2022,29.3454,0,0,0,298.523,298.971,296.923
Dowa,February,2022,25.0038,0.02,0,0,294.635,298.523,298.971
Dowa,March,2022,13.0296,0.02,0.02,0,294.394,294.635,298.523
Dowa,April,2022,12.6879,0.01,0.02,0.02,294.849,294.394,294.635
Dowa,May,2022,11.8051,0,0.01,0.02,294.193,294.849,294.394
Dowa,June,2022,8.9725,0,0,0.01,292.417,294.193,294.849
Dowa,July,2022,5.5463,0,0,0,289.586,292.417,294.193
Dowa,August,2022,5.4145,0,0,0,289.968,289.586,292.417
Dowa,September,2022,4.7941,0,0,0,292.182,289.968,289.586
Dowa,October,2022,6.948,0,0,0,294.058,292.182,289.968
Dowa,November,2022,7.2874,0,0,0,297.427,294.058,292.182
Dowa,December,2022,9.5521,0,0,0,297.421,297.427,294.058
Dowa,January,2023,28.3129,0.02,0,0,294.787,297.421,297.427
Dowa,February,2023,19.1065,0.02,0.02,0,294.442,294.787,297.421
Dowa,March,2023,11.5205,0.02,0.02,0.02,294.865,294.442,294.787
Dowa,April,2023,14.3179,0.02,0.02,0.02,294.536,294.865,294.442
Dowa,May,2023,10.2117,0,0.02,0.02,293.74,294.536,294.865
Dowa,June,2023,13.2888,0,0,0.02,292.796,293.74,294.536
Dowa,July,2023,11.8799,0,0,0,291.781,292.796,293.74
Dowa,August,2023,8.4479,0,0,0,290.361,291.781,292.796
Dowa,September,2023,7.5723,0,0,0,292.377,290.361,291.781
Dowa,October,2023,13.2882,0,0,0,296.035,292.377,290.361
Dowa,November,2023,20.5757,0,0,0,298.371,296.035,292.377
Dowa,December,2023,19.6376,0,0,0,297.896,298.371,296.035
Dowa,January,2024,53.0834,0.01,0,0,297.688,297.896,298.371
Dowa,February,2024,28.4174,0.02,0.01,0,295.604,297.688,297.896
Dowa,March,2024,31.8261,0.02,0.02,0.01,295.887,295.604,297.688
Dowa,April,2024,42.9949,0.01,0.02,0.02,295.547,295.887,295.604
Dowa,May,2024,47.9188,0,0.01,0.02,294.417,295.547,295.887
Dowa,June,2024,26.6626,0,0,0.01,292.385,294.417,295.547
Dowa,July,2024,16.1815,0,0,0,290.502,292.385,294.417
Dowa,August,2024,16.1704,0,0,0,291.502,290.502,292.385
Dowa,September,2024,21.6411,0,0,0,292.663,291.502,290.502
Dowa,October,2024,29.8417,0,0,0,295.265,292.663,291.502
Dowa,November,2024,34.4705,0,0,0,296.378,295.265,292.663
Dowa,December,2024,46.1951,0,0,0,297.626,296.378,295.265
Karonga,April,2018,49.3305,0.03,0.02,0.03,295.718,296.476,295.504
Karonga,May,2018,40.7878,0.02,0.03,0.02,294.775,295.718,296.476
Karonga,June,2018,36.8374,0,0.02,0.03,294.163,294.775,295.718
Karonga,July,2018,38.6068,0,0,0.02,291.918,294.163,294.775
Karonga,August,2018,48.1344,0,0,0,290.867,291.918,294.163
Karonga,September,2018,41.4791,0,0,0,293.122,290.867,291.918
Karonga,October,2018,37.8771,0,0,0,295.528,293.122,290.867
Karonga,November,2018,27.3482,0,0,0,296.096,295.528,293.122
Karonga,December,2018,19.8946,0.01,0,0,297.123,296.096,295.528
Karonga,January,2019,5.5779,0.02,0.01,0,296.14,297.123,296.096
Karonga,February,2019,15.8587,0.02,0.02,0.01,296.533,296.14,297.123
Karonga,March,2019,13.3731,0.02,0.02,0.02,296.307,296.533,296.14
Karonga,April,2019,10.7962,0.02,0.02,0.02,296.507,296.307,296.533
Karonga,May,2019,10.1815,0.02,0.02,0.02,295.698,296.507,296.307
Karonga,June,2019,8.3615,0.01,0.02,0.02,294.286,295.698,296.507
Karonga,July,2019,7.0167,0,0.01,0.02,291.326,294.286,295.698
Karonga,August,2019,8.0958,0,0,0.01,291.632,291.326,294.286
Karonga,September,2019,7.3603,0,0,0,293.172,291.632,291.326
Karonga,October,2019,6.9174,0,0,0,294.991,293.172,291.632
Karonga,November,2019,5.4759,0,0,0,297.154,294.991,293.172
Karonga,December,2019,8.077,0.01,0,0,297.871,297.154,294.991
Karonga,January,2020,23.0053,0.03,0.01,0,296.239,297.871,297.154
Karonga,February,2020,20.2282,0.03,0.03,0.01,296.675,296.239,297.871
Karonga,March,2020,20.1283,0.03,0.03,0.03,296.231,296.675,296.239
Karonga,April,2020,18.2892,0.03,0.03,0.03,295.686,296.231,296.675
Karonga,May,2020,20.0705,0.01,0.03,0.03,295.441,295.686,296.231
Karonga,June,2020,21.8887,0,0.01,0.03,293.839,295.441,295.686
Karonga,July,2020,22.3852,0,0,0.01,292.039,293.839,295.441
Karonga,August,2020,21.6154,0,0,0,290.764,292.039,293.839
Karonga,September,2020,25.0652,0,0,0,292.965,290.764,292.039
Karonga,October,2020,20.3254,0,0,0,294.854,292.965,290.764
Karonga,November,2020,17.388,0,0,0,297.246,294.854,292.965
Karonga,December,2020,14.4348,0.01,0,0,297.812,297.246,294.854
Karonga,January,2021,43.6777,0.03,0.01,0,296.289,297.812,297.246
Karonga,February,2021,28.2731,0.02,0.03,0.01,295.903,296.289,297.812
Karonga,March,2021,38.5462,0.02,0.02,0.03,296.367,295.903,296.289
Karonga,April,2021,29.109,0.02,0.02,0.02,295.663,296.367,295.903
Karonga,May,2021,32.4297,0.02,0.02,0.02,294.734,295.663,296.367
Karonga,June,2021,35.6963,0,0.02,0.02,292.991,294.734,295.663
Karonga,July,2021,32.5917,0,0,0.02,291.789,292.991,294.734
Karonga,August,2021,33.4611,0,0,0,290.796,291.789,292.991
Karonga,September,2021,36.3496,0,0,0,292.85,290.796,291.789
Karonga,October,2021,31.4034,0,0,0,295.026,292.85,290.796
Karonga,November,2021,21.0402,0,0,0,296.964,295.026,292.85
Karonga,December,2021,21.8067,0,0,0,298.713,296.964,295.026
Karonga,January,2022,27.7036,0.01,0,0,298.204,298.713,296.964
Karonga,February,2022,29.8617,0.03,0.01,0,295.772,298.204,298.713
Karonga,March,2022,20.1084,0.03,0.03,0.01,295.543,295.772,298.204
Karonga,April,2022,14.6866,0.02,0.03,0.03,295.83,295.543,295.772
Karonga,May,2022,13.2915,0.02,0.02,0.03,295.369,295.83,295.543
Karonga,June,2022,13.6768,0,0.02,0.02,293.841,295.369,295.83
Karonga,July,2022,13.2184,0,0,0.02,291.173,293.841,295.369
Karonga,August,2022,13.9613,0,0,0,291.143,291.173,293.841
Karonga,September,2022,10.7656,0,0,0,292.7,291.143,291.173
Karonga,October,2022,10.7908,0,0,0,294.295,292.7,291.143
Karonga,November,2022,8.9172,0,0,0,296.737,294.295,292.7
Karonga,December,2022,8.27,0.01,0,0,297.546,296.737,294.295
Karonga,January,2023,22.4262,0.03,0.01,0,295.872,297.546,296.737
Karonga,February,2023,36.0521,0.03,0.03,0.01,295.614,295.872,297.546
Karonga,March,2023,31.5693,0.02,0.03,0.03,296.547,295.614,295.872
Karonga,April,2023,30.2329,0.04,0.02,0.03,295.841,296.547,295.614
Karonga,May,2023,35.1965,0.02,0.04,0.02,294.976,295.841,296.547
Karonga,June,2023,42.8108,0,0.02,0.04,294.226,294.976,295.841
Karonga,July,2023,41.6765,0,0,0.02,293.297,294.226,294.976
Karonga,August,2023,37.1568,0,0,0,291.576,293.297,294.226
Karonga,September,2023,46.4305,0,0,0,292.852,291.576,293.297
Karonga,October,2023,46.3689,0,0,0,295.818,292.852,291.576
Karonga,November,2023,34.474,0,0,0,298.314,295.818,292.852
Karonga,December,2023,21.2279,0.01,0,0,297.98,298.314,295.818
Karonga,January,2024,52.7819,0.02,0.01,0,297.444,297.98,298.314
Karonga,February,2024,62.3448,0.04,0.02,0.01,296.126,297.444,297.98
Karonga,March,2024,39.6643,0.03,0.04,0.02,296.658,296.126,297.444
Karonga,April,2024,48.2033,0.03,0.03,0.04,296.33,296.658,296.126
Karonga,May,2024,42.3352,0.02,0.03,0.03,295.439,296.33,296.658
Karonga,June,2024,34.2526,0.01,0.02,0.03,293.699,295.439,296.33
Karonga,July,2024,46.7617,0,0.01,0.02,291.973,293.699,295.439
Karonga,August,2024,47.3364,0,0,0.01,292.175,291.973,293.699
Karonga,September,2024,47.7614,0,0,0,293.116,292.175,291.973
Karonga,October,2024,35.1026,0,0,0,295.199,293.116,292.175
Karonga,November,2024,30.227,0,0,0,296.456,295.199,293.116
Karonga,December,2024,25.8609,0.01,0,0,297.589,296.456,295.199
Kasungu,April,2018,71.8998,0.01,0.01,0.01,294.838,295.448,294.942
Kasungu,May,2018,71.1151,0,0.01,0.01,293.96,294.838,295.448
Kasungu,June,2018,41.7582,0,0,0.01,293.659,293.96,294.838
Kasungu,July,2018,23.2522,0,0,0,291.268,293.659,293.96
Kasungu,August,2018,16.4601,0,0,0,290.433,291.268,293.659
Kasungu,September,2018,16.3024,0,0,0,293.249,290.433,291.268
Kasungu,October,2018,19.8206,0,0,0,296.081,293.249,290.433
Kasungu,November,2018,15.4537,0,0,0,296.6,296.081,293.249
Kasungu,December,2018,14.9985,0,0,0,297.551,296.6,296.081
Kasungu,January,2019,44.8185,0.02,0,0,295.592,297.551,296.6
Kasungu,February,2019,47.9959,0.02,0.02,0,295.122,295.592,297.551
Kasungu,March,2019,63.6784,0.02,0.02,0.02,295.272,295.122,295.592
Kasungu,April,2019,68.9587,0.01,0.02,0.02,295.252,295.272,295.122
Kasungu,May,2019,62.6038,0,0.01,0.02,294.754,295.252,295.272
Kasungu,June,2019,37.913,0,0,0.01,293.192,294.754,295.252
Kasungu,July,2019,24.0569,0,0,0,290.472,293.192,294.754
Kasungu,August,2019,15.1793,0,0,0,290.971,290.472,293.192
Kasungu,September,2019,15.0359,0,0,0,293.273,290.971,290.472
Kasungu,October,2019,21.6788,0,0,0,295.305,293.273,290.971
Kasungu,November,2019,23.2519,0,0,0,298.238,295.305,293.273
Kasungu,December,2019,27.0782,0.01,0,0,298.223,298.238,295.305
Kasungu,January,2020,77.4731,0.02,0.01,0,296.066,298.223,298.238
Kasungu,February,2020,68.3078,0.02,0.02,0.01,295.184,296.066,298.223
Kasungu,March,2020,90.3939,0.02,0.02,0.02,295.436,295.184,296.066
Kasungu,April,2020,77.9699,0.01,0.02,0.02,295.065,295.436,295.184
Kasungu,May,2020,65.0615,0,0.01,0.02,295.074,295.065,295.436
Kasungu,June,2020,49.0468,0,0,0.01,293.244,295.074,295.065
Kasungu,July,2020,26.4977,0,0,0,291.493,293.244,295.074
Kasungu,August,2020,18.0664,0,0,0,290.164,291.493,293.244
Kasungu,September,2020,20.9954,0,0,0,292.995,290.164,291.493
Kasungu,October,2020,28.5256,0,0,0,295.158,292.995,290.164
Kasungu,November,2020,33.757,0,0,0,297.761,295.158,292.995
Kasungu,December,2020,31.3756,0,0,0,298.74,297.761,295.158
Kasungu,January,2021,63.6634,0.01,0,0,295.991,298.74,297.761
Kasungu,February,2021,62.7537,0.02,0.01,0,294.768,295.991,298.74
Kasungu,March,2021,83.8955,0.02,0.02,0.01,295.082,294.768,295.991
Kasungu,April,2021,65.1453,0.02,0.02,0.02,293.933,295.082,294.768
Kasungu,May,2021,49.9126,0,0.02,0.02,293.326,293.933,295.082
Kasungu,June,2021,40.6979,0,0,0.02,291.37,293.326,293.933
Kasungu,July,2021,23.8344,0,0,0,290.332,291.37,293.326
Kasungu,August,2021,13.6042,0,0,0,289.875,290.332,291.37
Kasungu,September,2021,14.8799,0,0,0,292.709,289.875,290.332
Kasungu,October,2021,18.4602,0,0,0,295.042,292.709,289.875
Kasungu,November,2021,20.4989,0,0,0,297.433,295.042,292.709
Kasungu,December,2021,19.9465,0,0,0,299.365,297.433,295.042
Kasungu,January,2022,29.2373,0,0,0,298.932,299.365,297.433
Kasungu,February,2022,37.6867,0.02,0,0,294.908,298.932,299.365
Kasungu,March,2022,22.4434,0.02,0.02,0,294.379,294.908,298.932
Kasungu,April,2022,18.1244,0.01,0.02,0.02,295.034,294.379,294.908
Kasungu,May,2022,13.239,0,0.01,0.02,294.431,295.034,294.379
Kasungu,June,2022,8.9017,0,0,0.01,292.785,294.431,295.034
Kasungu,July,2022,4.8338,0,0,0,290.102,292.785,294.431
Kasungu,August,2022,3.467,0,0,0,290.423,290.102,292.785
Kasungu,September,2022,3.3668,0,0,0,292.657,290.423,290.102
Kasungu,October,2022,4.6959,0,0,0,294.47,292.657,290.423
Kasungu,November,2022,8.1887,0,0,0,297.578,294.47,292.657
Kasungu,December,2022,8.8457,0,0,0,297.887,297.578,294.47
Kasungu,January,2023,34.461,0.02,0,0,295.229,297.887,297.578
Kasungu,February,2023,30.5556,0.02,0.02,0,294.629,295.229,297.887
Kasungu,March,2023,23.8436,0.02,0.02,0.02,295.127,294.629,295.229
Kasungu,April,2023,29.1444,0.01,0.02,0.02,294.732,295.127,294.629
Kasungu,May,2023,25.1107,0,0.01,0.02,294.015,294.732,295.127
Kasungu,June,2023,33.2602,0,0,0.01,293.037,294.015,294.732
Kasungu,July,2023,33.0519,0,0,0,292.187,293.037,294.015
Kasungu,August,2023,21.0232,0,0,0,290.861,292.187,293.037
Kasungu,September,2023,12.7421,0,0,0,292.8,290.861,292.187
Kasungu,October,2023,19.713,0,0,0,296.373,292.8,290.861
Kasungu,November,2023,25.821,0,0,0,298.814,296.373,292.8
Kasungu,December,2023,25.1233,0,0,0,298.451,298.814,296.373
Kasungu,January,2024,71.8524,0.01,0,0,298.075,298.451,298.814
Kasungu,February,2024,72.0715,0.02,0.01,0,295.607,298.075,298.451
Kasungu,March,2024,82.879,0.02,0.02,0.01,296.019,295.607,298.075
Kasungu,April,2024,65.3948,0.01,0.02,0.02,295.771,296.019,295.607
Kasungu,May,2024,105.0846,0,0.01,0.02,294.598,295.771,296.019
Kasungu,June,2024,61.6743,0,0,0.01,292.638,294.598,295.771
Kasungu,July,2024,37.1945,0,0,0,290.709,292.638,294.598
Kasungu,August,2024,29.1487,0,0,0,291.49,290.709,292.638
Kasungu,September,2024,30.4056,0,0,0,292.842,291.49,290.709
Kasungu,October,2024,35.739,0,0,0,295.573,292.842,291.49
Kasungu,November,2024,37.2078,0,0,0,296.93,295.573,292.842
Kasungu,December,2024,41.7676,0,0,0,298.11,296.93,295.573
Likoma,April,2018,144.8456,0.03,0.02,0.03,298.557,299.379,298.316
Likoma,May,2018,124.4487,0.02,0.03,0.02,297.925,298.557,299.379
Likoma,June,2018,84.9642,0,0.02,0.03,297.744,297.925,298.557
Likoma,July,2018,40.3115,0,0,0.02,295.677,297.744,297.925
Likoma,August,2018,35.419,0,0,0,294.484,295.677,297.744
Likoma,September,2018,49.4074,0,0,0,296.794,294.484,295.677
Likoma,October,2018,40.1047,0,0,0,298.664,296.794,294.484
Likoma,November,2018,37.4862,0,0,0,299.183,298.664,296.794
Likoma,December,2018,28.6659,0.01,0,0,299.996,299.183,298.664
Likoma,January,2019,47.5579,0.04,0.01,0,298.617,299.996,299.183
Likoma,February,2019,39.5866,0.03,0.04,0.01,299.152,298.617,299.996
Likoma,March,2019,26.2109,0.03,0.03,0.04,299.003,299.152,298.617
Likoma,April,2019,33.8445,0.02,0.03,0.03,299.204,299.003,299.152
Likoma,May,2019,37.56,0.01,0.02,0.03,298.827,299.204,299.003
Likoma,June,2019,25.6029,0,0.01,0.02,297.499,298.827,299.204
Likoma,July,2019,19.4555,0,0,0.01,295.003,297.499,298.827
Likoma,August,2019,26.7513,0,0,0,295.013,295.003,297.499
Likoma,September,2019,33.1014,0,0,0,296.515,295.013,295.003
Likoma,October,2019,30.0615,0,0,0,298.074,296.515,295.013
Likoma,November,2019,21.4821,0,0,0,300.096,298.074,296.515
Likoma,December,2019,16.8209,0.02,0,0,300.645,300.096,298.074
Likoma,January,2020,50.3445,0.04,0.02,0,298.823,300.645,300.096
Likoma,February,2020,43.6539,0.03,0.04,0.02,299.14,298.823,300.645
Likoma,March,2020,58.2273,0.04,0.03,0.04,298.863,299.14,298.823
Likoma,April,2020,54.0541,0.02,0.04,0.03,298.664,298.863,299.14
Likoma,May,2020,36.036,0,0.02,0.04,299.172,298.664,298.863
Likoma,June,2020,29.4118,0,0,0.02,297.401,299.172,298.664
Likoma,July,2020,23.1187,0,0,0,295.514,297.401,299.172
Likoma,August,2020,18.6142,0,0,0,294.264,295.514,297.401
Likoma,September,2020,32.5252,0,0,0,295.833,294.264,295.514
Likoma,October,2020,38.0233,0,0,0,297.917,295.833,294.264
Likoma,November,2020,24.3111,0,0,0,300.426,297.917,295.833
Likoma,December,2020,5.6306,0,0,0,301.136,300.426,297.917
Likoma,January,2021,18.2574,0.03,0,0,299.131,301.136,300.426
Likoma,February,2021,22.6756,0.04,0.03,0,298.664,299.131,301.136
Likoma,March,2021,36.5148,0.03,0.04,0.03,299.068,298.664,299.131
Likoma,April,2021,84.0751,0.04,0.03,0.04,298.019,299.068,298.664
Likoma,May,2021,97.9793,0.01,0.04,0.03,297.781,298.019,299.068
Likoma,June,2021,65.3629,0,0.01,0.04,296.28,297.781,298.019
Likoma,July,2021,46.5207,0,0,0.01,294.924,296.28,297.781
Likoma,August,2021,35.5403,0,0,0,294.281,294.924,296.28
Likoma,September,2021,43.272,0,0,0,295.835,294.281,294.924
