"model","forecast_date","location","horizon","temporal_resolution","target_variable","target_end_date","type","quantile","value"
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"point",NA,16.2364280516627
"SARIMA",2023-05-01,"Balaka",3,"month","incidence",2023-08-01,"point",NA,25.3101258861996
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.01,0
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.025,0
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.05,1.84670843242758
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.1,6.69374756091472
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.15,9.96402184953511
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.2,12.563132184326
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.25,14.792937422404
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.3,16.7953714412262
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.35,18.6509249819897
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.4,20.4116638371979
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.45,22.1151990564765
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.5,23.7917253684558
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.55,25.4682516804351
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.6,27.1717868997138
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.65,28.932525754922
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.7,30.7880792956855
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.75,32.7905133145076
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.8,35.0203185525857
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.85,37.6194288873765
