"","District","Month","Year","Cases"
"3611","Mwanza-DHO","May",2025,7088
"3612","Mzimba-North-DHO","May",2025,21632
"3613","Mzimba-South-DHO","May",2025,23321
"3614","Neno-DHO","May",2025,4681
"3615","Nkhata-Bay-DHO","May",2025,12722
"3616","Nkhotakota-DHO","May",2025,15272
"3617","Nsanje-DHO","May",2025,14788
"3618","Ntcheu-DHO","May",2025,24913
"3619","Ntchisi-DHO","May",2025,25201
"3620","Phalombe-DHO","May",2025,5967
"3621","Rumphi-DHO","May",2025,16384
"3622","Salima-DHO","May",2025,20933
"3623","Thyolo-DHO","May",2025,8745
"3624","Zomba-DHO","May",2025,24018
"3625","Balaka-DHO","June",2025,3905
"3626","Blantyre-DHO","June",2025,15813
"3627","Chikwawa-DHO","June",2025,11804
"3628","Chiradzulu-DHO","June",2025,2490
"3629","Chitipa-DHO","June",2025,8483
"3630","Dedza-DHO","June",2025,15877
"3631","Dowa-DHO","June",2025,13440
"3632","Karonga-DHO","June",2025,15018
"3633","Kasungu-DHO","June",2025,25121
"3634","Likoma-DHO","June",2025,284
"3635","Lilongwe-DHO","June",2025,32424
"3636","Machinga-DHO","June",2025,15886
"3637","Mangochi-DHO","June",2025,14510
"3638","Mchinji-DHO","June",2025,20920
"3639","Mulanje-DHO","June",2025,12107
"3640","Mwanza-DHO","June",2025,3795
"3641","Mzimba-North-DHO","June",2025,15357
"3642","Mzimba-South-DHO","June",2025,23528
"3643","Neno-DHO","June",2025,3193
"3644","Nkhata-Bay-DHO","June",2025,10321
"3645","Nkhotakota-DHO","June",2025,11832
"3646","Nsanje-DHO","June",2025,9896
"3647","Ntcheu-DHO","June",2025,14095
"3648","Ntchisi-DHO","June",2025,13155
"3649","Phalombe-DHO","June",2025,3791
"3650","Rumphi-DHO","June",2025,11250
"3651","Salima-DHO","June",2025,17130
"3652","Thyolo-DHO","June",2025,7511
"3653","Zomba-DHO","June",2025,16139
"3654","Balaka-DHO","July",2025,2281
"3655","Blantyre-DHO","July",2025,11535
"3656","Chikwawa-DHO","July",2025,8040
"3657","Chiradzulu-DHO","July",2025,1343
"3658","Chitipa-DHO","July",2025,4531
"3659","Dedza-DHO","July",2025,10006
"3660","Dowa-DHO","July",2025,9144
"3661","Karonga-DHO","July",2025,10731
"3662","Kasungu-DHO","July",2025,273648
"3663","Likoma-DHO","July",2025,169
"3664","Lilongwe-DHO","July",2025,21131
"3665","Machinga-DHO","July",2025,11594
"3666","Mangochi-DHO","July",2025,8961
"3667","Mchinji-DHO","July",2025,8453
"3668","Mulanje-DHO","July",2025,8285
"3669","Mwanza-DHO","July",2025,3874
"3670","Mzimba-North-DHO","July",2025,5415
"3671","Mzimba-South-DHO","July",2025,14365
"3672","Neno-DHO","July",2025,2142
"3673","Nkhata-Bay-DHO","July",2025,7778
"3674","Nkhotakota-DHO","July",2025,5227
"3675","Nsanje-DHO","July",2025,8360
"3676","Ntcheu-DHO","July",2025,8876
"3677","Ntchisi-DHO","July",2025,7189
"3678","Phalombe-DHO","July",2025,2262
"3679","Rumphi-DHO","July",2025,4918
"3680","Salima-DHO","July",2025,11200
"3681","Thyolo-DHO","July",2025,5512
"3682","Zomba-DHO","July",2025,8369
"3683","Balaka-DHO","August",2025,1890
"3684","Blantyre-DHO","August",2025,6698
"3685","Chikwawa-DHO","August",2025,7331
"3686","Chiradzulu-DHO","August",2025,720
"3687","Chitipa-DHO","August",2025,1676
"3688","Dedza-DHO","August",2025,5415
"3689","Dowa-DHO","August",2025,4153
"3690","Karonga-DHO","August",2025,6752
"3691","Kasungu-DHO","August",2025,8342
"3692","Likoma-DHO","August",2025,103
"3693","Lilongwe-DHO","August",2025,12866
"3694","Machinga-DHO","August",2025,8525
"3695","Mangochi-DHO","August",2025,6443
"3696","Mchinji-DHO","August",2025,5727
"3697","Mulanje-DHO","August",2025,5009
"3698","Mwanza-DHO","August",2025,2996
"3699","Mzimba-North-DHO","August",2025,2442
"3700","Mzimba-South-DHO","August",2025,6686
"3701","Neno-DHO","August",2025,1318
"3702","Nkhata-Bay-DHO","August",2025,6090
"3703","Nkhotakota-DHO","August",2025,3245
"3704","Nsanje-DHO","August",2025,5682
"3705","Ntcheu-DHO","August",2025,7020
"3706","Ntchisi-DHO","August",2025,3671
"3707","Phalombe-DHO","August",2025,1480
"3708","Rumphi-DHO","August",2025,1397
"3709","Salima-DHO","August",2025,7677
"3710","Thyolo-DHO","August",2025,3952
"3711","Zomba-DHO","August",2025,5026
"3712","Balaka-DHO","September",2025,1334
"3713","Blantyre-DHO","September",2025,6652
"3714","Chikwawa-DHO","September",2025,6638
"3715","Chiradzulu-DHO","September",2025,659
"3716","Chitipa-DHO","September",2025,1235
"3717","Dedza-DHO","September",2025,3920
"3718","Dowa-DHO","September",2025,2306
"3719","Karonga-DHO","September",2025,4294
"3720","Kasungu-DHO","September",2025,6416
"3721","Likoma-DHO","September",2025,114
"3722","Lilongwe-DHO","September",2025,12809
"3723","Machinga-DHO","September",2025,7820
"3724","Mangochi-DHO","September",2025,6223
"3725","Mchinji-DHO","September",2025,4741
"3726","Mulanje-DHO","September",2025,5331
"3727","Mwanza-DHO","September",2025,2910
"3728","Mzimba-North-DHO","September",2025,1323
"3729","Mzimba-South-DHO","September",2025,4500
"3730","Neno-DHO","September",2025,1260
"3731","Nkhata-Bay-DHO","September",2025,6069
"3732","Nkhotakota-DHO","September",2025,3231
"3733","Nsanje-DHO","September",2025,5835
"3734","Ntcheu-DHO","September",2025,5765
"3735","Ntchisi-DHO","September",2025,2311
"3736","Phalombe-DHO","September",2025,1719
"3737","Rumphi-DHO","September",2025,977
"3738","Salima-DHO","September",2025,6553
"3739","Thyolo-DHO","September",2025,3249
"3740","Zomba-DHO","September",2025,3484
"3741","Balaka-DHO","October",2025,1677
"3742","Blantyre-DHO","October",2025,9641
"3743","Chikwawa-DHO","October",2025,5277
"3744","Chiradzulu-DHO","October",2025,892
"3745","Chitipa-DHO","October",2025,1230
"3746","Dedza-DHO","October",2025,4540
"3747","Dowa-DHO","October",2025,3292
"3748","Karonga-DHO","October",2025,3446
"3749","Kasungu-DHO","October",2025,7472
"3750","Likoma-DHO","October",2025,88
"3751","Lilongwe-DHO","October",2025,11056
"3752","Machinga-DHO","October",2025,8456
"3753","Mangochi-DHO","October",2025,7891
"3754","Mchinji-DHO","October",2025,5741
"3755","Mulanje-DHO","October",2025,7481
"3756","Mwanza-DHO","October",2025,3783
"3757","Mzimba-North-DHO","October",2025,1544
"3758","Mzimba-South-DHO","October",2025,5266
"3759","Neno-DHO","October",2025,1715
"3760","Nkhata-Bay-DHO","October",2025,4053
"3761","Nkhotakota-DHO","October",2025,4436
"3762","Nsanje-DHO","October",2025,6247
"3763","Ntcheu-DHO","October",2025,6083
"3764","Ntchisi-DHO","October",2025,2867
"3765","Phalombe-DHO","October",2025,1812
"3766","Rumphi-DHO","October",2025,1577
"3767","Salima-DHO","October",2025,7858
"3768","Thyolo-DHO","October",2025,4643
"3769","Zomba-DHO","October",2025,6221
"3770","Balaka-DHO","November",2025,1416
"3771","Blantyre-DHO","November",2025,6685
"3772","Chikwawa-DHO","November",2025,3050
"3773","Chiradzulu-DHO","November",2025,879
"3774","Chitipa-DHO","November",2025,1071
"3775","Dedza-DHO","November",2025,4273
"3776","Dowa-DHO","November",2025,2538
"3777","Karonga-DHO","November",2025,2366
"3778","Kasungu-DHO","November",2025,5936
"3779","Likoma-DHO","November",2025,58
"3780","Lilongwe-DHO","November",2025,10534
"3781","Machinga-DHO","November",2025,7385
"3782","Mangochi-DHO","November",2025,6337
"3783","Mchinji-DHO","November",2025,4309
"3784","Mulanje-DHO","November",2025,6900
"3785","Mwanza-DHO","November",2025,2435
"3786","Mzimba-North-DHO","November",2025,1312
"3787","Mzimba-South-DHO","November",2025,4178
"3788","Neno-DHO","November",2025,1225
"3789","Nkhata-Bay-DHO","November",2025,3200
"3790","Nkhotakota-DHO","November",2025,3149
"3791","Nsanje-DHO","November",2025,3930
"3792","Ntcheu-DHO","November",2025,5163
"3793","Ntchisi-DHO","November",2025,2590
"3794","Phalombe-DHO","November",2025,1563
"3795","Rumphi-DHO","November",2025,1668
"3796","Salima-DHO","November",2025,5497
"3797","Thyolo-DHO","November",2025,4406
"3798","Zomba-DHO","November",2025,3850
"3799","Balaka-DHO","December",2025,3818
"3800","Blantyre-DHO","December",2025,6816
"3801","Chikwawa-DHO","December",2025,6235
"3802","Chiradzulu-DHO","December",2025,1310
"3803","Chitipa-DHO","December",2025,1916
"3804","Dedza-DHO","December",2025,8804
"3805","Dowa-DHO","December",2025,3822
"3806","Karonga-DHO","December",2025,1663
"3807","Kasungu-DHO","December",2025,6654
"3808","Likoma-DHO","December",2025,82
"3809","Lilongwe-DHO","December",2025,13682
"3810","Machinga-DHO","December",2025,7490
"3811","Mangochi-DHO","December",2025,10533
"3812","Mchinji-DHO","December",2025,4268
"3813","Mulanje-DHO","December",2025,25330
"3814","Mwanza-DHO","December",2025,5585
"3815","Mzimba-North-DHO","December",2025,1380
"3816","Mzimba-South-DHO","December",2025,4176
"3817","Neno-DHO","December",2025,2258
"3818","Nkhata-Bay-DHO","December",2025,4371
"3819","Nkhotakota-DHO","December",2025,5435
"3820","Nsanje-DHO","December",2025,6994
"3821","Ntcheu-DHO","December",2025,6896
"3822","Ntchisi-DHO","December",2025,3052
"3823","Phalombe-DHO","December",2025,5236
"3824","Rumphi-DHO","December",2025,1864
"3825","Salima-DHO","December",2025,9617
"3826","Thyolo-DHO","December",2025,8309
"3827","Zomba-DHO","December",2025,5316
